State,Year,Quarter,District_name,Transaction_count,Transaction_amount
Tamil Nadu,2024,2,Kancheepuram District,42307258,47628986644.0
Tamil Nadu,2024,2,Tiruppur District,42316705,46184220066.0
Tamil Nadu,2024,2,Dharmapuri District,19638866,33815774503.0
Tamil Nadu,2024,2,Thoothukkudi District,8657477,13118807999.0
Tamil Nadu,2024,2,Thanjavur District,8957084,15587858962.0
Tamil Nadu,2024,2,Madurai District,19434731,33290392131.0
Tamil Nadu,2024,2,Tiruvannamalai District,13629210,21128842222.0
Tamil Nadu,2024,2,Salem District,30507149,49956517271.0
Tamil Nadu,2024,2,Nagapattinam District,5352101,8479207119.0
Tamil Nadu,2024,2,Tirupathur District,13800986,20482013908.0
Tamil Nadu,2024,2,Ariyalur District,3064901,4984382363.0
Tamil Nadu,2024,2,Chennai District,73051507,91319901718.0
Tamil Nadu,2024,2,The Nilgiris District,5962923,8600134614.0
Tamil Nadu,2024,2,Erode District,16760152,23551767767.0
Tamil Nadu,2024,2,Karur District,6165861,10071848452.0
Tamil Nadu,2024,2,Kallakkurichi District,9457301,14999757902.0
Tamil Nadu,2024,2,Viluppuram District,8345444,12395077783.0
Tamil Nadu,2024,2,Pudukkottai District,5586953,10135123135.0
Tamil Nadu,2024,2,Perambalur District,2960916,4902632994.0
Tamil Nadu,2024,2,Coimbatore District,55996858,67209954626.0
Tamil Nadu,2024,2,Virudhunagar District,8149852,13287939162.0
Tamil Nadu,2024,2,Dindigul District,14606628,24800680351.0
Tamil Nadu,2024,2,Sivaganga District,5987642,10822174891.0
Tamil Nadu,2024,2,Tenkasi District,4954578,8989721297.0
Tamil Nadu,2024,2,Chengalpattu District,65627036,73590021209.0
Tamil Nadu,2024,2,Kanniyakumari District,9432847,17278804984.0
Tamil Nadu,2024,2,Tirunelveli District,9734779,15096455875.0
Tamil Nadu,2024,2,Thiruvallur District,65557947,83522486746.0
Tamil Nadu,2024,2,Theni District,8059713,14291314505.0
Tamil Nadu,2024,2,Ranipet District,9236747,13580537697.0
Tamil Nadu,2024,2,Namakkal District,12008421,19966128260.0
Tamil Nadu,2024,2,Vellore District,16681367,24954718319.0
Tamil Nadu,2024,2,Thiruvarur District,3292360,5745641244.0
Tamil Nadu,2024,3,Tiruchirappalli District,16821080,26735831676.0
Tamil Nadu,2024,3,Ramanathapuram District,5628706,10107513506.0
Tamil Nadu,2024,3,Krishnagiri District,52506928,73301484929.0
Tamil Nadu,2024,3,Cuddalore District,12570583,18940841708.0
Tamil Nadu,2024,3,Kancheepuram District,23328353,24011820790.0
Tamil Nadu,2024,3,Tiruvallur District,44176639,53959665430.0
Tamil Nadu,2024,3,Tiruppur District,48901654,50679716382.0
Tamil Nadu,2024,3,Dharmapuri District,21417212,36084731724.0
Tamil Nadu,2024,3,Thanjavur District,9753614,16424453797.0
Tamil Nadu,2024,3,Madurai District,21204628,35158427511.0
Tamil Nadu,2024,3,Tiruvannamalai District,15188174,22392130322.0
Tamil Nadu,2024,3,Salem District,33141851,52624920242.0
Tamil Nadu,2024,3,Nagapattinam District,2339562,3604856114.0
Tamil Nadu,2024,3,Tirupathur District,14810501,21259747271.0
Tamil Nadu,2024,3,Ariyalur District,3312755,5310525254.0
Tamil Nadu,2024,3,Chennai District,143084282,169689201432.0
Tamil Nadu,2024,3,The Nilgiris District,5358170,7516693826.0
Tamil Nadu,2024,3,Erode District,18580554,25048231561.0
Tamil Nadu,2024,3,Mayiladuthurai District,3345699,5446138005.0
Tamil Nadu,2024,3,Karur District,6759508,10597543664.0
Tamil Nadu,2024,3,Viluppuram District,9938296,14502015263.0
Tamil Nadu,2024,3,Tiruvarur District,3538404,6058574350.0
Tamil Nadu,2024,3,Pudukkottai District,6166391,10726980580.0
Tamil Nadu,2024,3,Perambalur District,3302732,5331466148.0
Tamil Nadu,2024,3,Coimbatore District,62304716,72806039590.0
Tamil Nadu,2024,3,Virudhunagar District,9277782,14648174417.0
Tamil Nadu,2024,3,Dindigul District,15869145,25983055707.0
Tamil Nadu,2024,3,Sivaganga District,6413825,11090215914.0
Tamil Nadu,2024,3,Tenkasi District,5497212,9575350589.0
Tamil Nadu,2024,3,Thoothukudi District,9609533,13886387378.0
Tamil Nadu,2024,3,Chengalpattu District,63066447,70789528754.0
Tamil Nadu,2024,3,Kanniyakumari District,10379523,18429699952.0
Tamil Nadu,2024,3,Tirunelveli District,10939657,16201390321.0
Tamil Nadu,2024,3,Theni District,8769614,15137185870.0
Tamil Nadu,2024,3,Ranipet District,10001547,14478763352.0
Tamil Nadu,2024,3,Namakkal District,13309674,21314697708.0
Tamil Nadu,2024,3,Kallakurichi District,9349079,14390186473.0
Tamil Nadu,2024,3,Vellore District,18572671,26535407311.0
Tamil Nadu,2024,4,Tiruchirappalli District,18164926,27692698891.0
Tamil Nadu,2024,4,Ramanathapuram District,6479818,10844935366.0
Tamil Nadu,2024,4,Krishnagiri District,55835514,77845105518.0
Tamil Nadu,2024,4,Cuddalore District,13338588,19217427464.0
Tamil Nadu,2024,4,Kancheepuram District,24243664,24760766003.0
Tamil Nadu,2024,4,Tiruvallur District,45960839,55181102941.0
Tamil Nadu,2024,4,Tiruppur District,51439579,52757665801.0
Tamil Nadu,2024,4,Dharmapuri District,22994418,38361998279.0
Tamil Nadu,2024,4,Thanjavur District,10362941,16706684114.0
Tamil Nadu,2024,4,Madurai District,22928854,37099323538.0
Tamil Nadu,2024,4,Tiruvannamalai District,16757481,23895919564.0
Tamil Nadu,2024,4,Salem District,35496830,55558357782.0
Tamil Nadu,2024,4,Nagapattinam District,2541738,3678676234.0
Tamil Nadu,2024,4,Tirupathur District,15938909,22472266039.0
Tamil Nadu,2024,4,Ariyalur District,3584718,5434461580.0
Tamil Nadu,2024,4,Chennai District,144309690,168887539592.0
Tamil Nadu,2024,4,The Nilgiris District,6234034,8470535455.0
Tamil Nadu,2024,4,Erode District,19939037,26513794453.0
Tamil Nadu,2024,4,Mayiladuthurai District,3545063,5372761836.0
Tamil Nadu,2024,4,Karur District,7297523,11065343215.0
Tamil Nadu,2024,4,Viluppuram District,10344883,14676073328.0
Tamil Nadu,2024,4,Tiruvarur District,3780392,6045359037.0
Tamil Nadu,2024,4,Pudukkottai District,6613109,11027691335.0
Tamil Nadu,2024,4,Perambalur District,3476716,5438743693.0
Tamil Nadu,2024,4,Coimbatore District,65144682,75506314891.0
Tamil Nadu,2024,4,Virudhunagar District,9917608,15094605820.0
Tamil Nadu,2024,4,Dindigul District,17815170,28077104697.0
Tamil Nadu,2024,4,Sivaganga District,6933590,11397286944.0
Tamil Nadu,2024,4,Tenkasi District,5959308,9784471540.0
Tamil Nadu,2024,4,Thoothukudi District,10386762,14369832646.0
Tamil Nadu,2024,4,Chengalpattu District,64707958,70865333696.0
Tamil Nadu,2024,4,Kanniyakumari District,11893132,20300739574.0
Tamil Nadu,2024,4,Tirunelveli District,11796722,16884362356.0
Tamil Nadu,2024,4,Theni District,9548264,16118572688.0
Tamil Nadu,2024,4,Ranipet District,10644664,14975270858.0
Tamil Nadu,2024,4,Namakkal District,14364096,22565497455.0
Tamil Nadu,2024,4,Kallakurichi District,9981356,15051182741.0
Tamil Nadu,2024,4,Vellore District,19721312,27637068642.0
Telangana,2018,1,Narayanpet District,38804,42264263.62486112
Telangana,2018,1,Nalgonda District,204137,267825160.50370258
Telangana,2018,1,Jangaon District,80758,81262680.16798872
Telangana,2018,1,Bhadradri Kothagudem District,129015,235828536.8619343
Telangana,2018,1,Warangal Rural District,104385,79204912.70098737
Telangana,2018,1,Kumuram Bheem Asifabad District,26226,29592040.66740245
Telangana,2018,1,Nizamabad District,140986,174181538.05729407
Telangana,2018,1,Adilabad District,35960,51488627.32425585
Telangana,2018,1,Rajanna Sircilla District,68682,96136732.16955987
Telangana,2018,1,Nagarkurnool District,83679,157664183.85690188
Telangana,2018,1,Peddapalle District,169274,199610181.17809594
Telangana,2018,1,Nirmal District,63804,86249120.42652902
Telangana,2018,1,Mahabubabad District,73810,81345319.08381961
Telangana,2018,1,Sangareddy District,291510,399236233.1575477
Telangana,2018,1,Wanaparthy District,53432,93331113.3949422
Telangana,2018,1,Vikarabad District,70973,97615071.47672468
Telangana,2018,1,Jagtial District,93840,119523180.71461841
Telangana,2018,1,Yadadri Bhuvanagiri District,119620,154266151.70031404
Telangana,2018,1,Medak District,74192,89096759.16651198
Telangana,2018,1,Mahbubnagar District,96136,141574548.64248246
Telangana,2018,1,Jaya Shankar Bhalupally District,53916,76221067.1244818
Telangana,2018,1,Warangal Urban District,349165,421074106.9897361
Telangana,2018,1,Rangareddy District,1459174,2677304926.137567
Telangana,2018,1,Hyderabad District,2545507,4287223789.76588
Telangana,2018,1,Suryapet District,122502,149966933.68164492
Telangana,2018,1,Jogulamba Gadwal District,50179,62386167.39526133
Telangana,2018,1,Kamareddy District,84914,101353626.96050598
Telangana,2018,1,Mulugu District,26582,42538489.47995929
Telangana,2018,1,Medchal Malkajgiri District,1131530,1912837340.5006719
Telangana,2018,1,Karimnagar District,224324,271526470.0733862
Telangana,2018,1,Mancherial District,127357,184652405.3695281
Telangana,2018,1,Siddipet District,144429,197965017.999628
Telangana,2018,1,Khammam District,183964,245857422.18747443
Telangana,2018,2,Narayanpet District,47939,89720060.39030397
Telangana,2018,2,Nalgonda District,246677,552006649.1379006
Telangana,2018,2,Jangaon District,88566,159864210.6172798
Telangana,2018,2,Bhadradri Kothagudem District,189793,504562629.3259425
Telangana,2018,2,Warangal Rural District,118577,164179709.48779964
Telangana,2018,2,Kumuram Bheem Asifabad District,46393,71492908.14953437
Telangana,2018,2,Nizamabad District,176790,441558654.5928928
Telangana,2018,2,Adilabad District,54205,111298713.58007899
Telangana,2018,2,Rajanna Sircilla District,82594,177087238.58279282
Telangana,2018,2,Nagarkurnool District,113222,295093168.41172683
Telangana,2018,2,Peddapalle District,214900,413454435.3323817
Telangana,2018,2,Nirmal District,74066,173547534.12750036
Telangana,2018,2,Mahabubabad District,91024,179040419.1403302
Telangana,2018,2,Sangareddy District,370126,717109835.7001467
Telangana,2018,2,Wanaparthy District,75180,187147837.5948974
Telangana,2018,2,Vikarabad District,93946,183439927.22003388
Telangana,2018,2,Jagtial District,109063,246501745.5451079
Telangana,2018,2,Yadadri Bhuvanagiri District,144108,291976845.0186141
Telangana,2018,2,Medak District,91916,177030599.57923824
Telangana,2018,2,Mahbubnagar District,133679,282509191.5883919
Telangana,2018,2,Jaya Shankar Bhalupally District,75108,185124228.22453412
Telangana,2018,2,Warangal Urban District,385360,729207663.2999268
Telangana,2018,2,Rangareddy District,1939856,4360690897.522385
Telangana,2018,2,Hyderabad District,3156805,6628159910.681627
Telangana,2018,2,Suryapet District,151331,348270594.81713736
Telangana,2018,2,Jogulamba Gadwal District,64504,121956513.7026067
Telangana,2018,2,Kamareddy District,106971,220088004.12138897
Telangana,2018,2,Mulugu District,34133,79124501.43852144
Telangana,2018,2,Medchal Malkajgiri District,1459884,3122661501.184857
Telangana,2018,2,Karimnagar District,253264,526580356.2041131
Telangana,2018,2,Mancherial District,158011,358913706.5436819
Telangana,2018,2,Siddipet District,177205,385342488.413329
Telangana,2018,2,Khammam District,239474,532458838.37570375
Telangana,2018,3,Narayanpet District,64340,118885419.59930772
Telangana,2018,3,Nalgonda District,336447,645159574.9435833
Telangana,2018,3,Jangaon District,146075,200582619.240067
Telangana,2018,3,Bhadradri Kothagudem District,269836,597006763.4882138
Telangana,2018,3,Warangal Rural District,252723,231352138.6100927
Telangana,2018,3,Kumuram Bheem Asifabad District,65966,96999114.92917183
Telangana,2018,3,Nizamabad District,236227,500986414.16078365
Telangana,2018,3,Adilabad District,82446,147924241.56173068
Telangana,2018,3,Rajanna Sircilla District,139296,252835234.79050454
Telangana,2018,3,Nagarkurnool District,145768,329169979.6499027
Telangana,2018,3,Peddapalle District,334825,548785775.8472054
Telangana,2018,3,Nirmal District,594160,443226269.8771687
Telangana,2018,3,Mahabubabad District,121114,192701061.46284273
Telangana,2018,3,Sangareddy District,545979,1010420934.8381689
Telangana,2018,3,Wanaparthy District,100020,216332721.70536387
Telangana,2018,3,Vikarabad District,129624,235307091.56088716
Telangana,2018,3,Jagtial District,178792,297447637.5977055
Telangana,2018,3,Yadadri Bhuvanagiri District,229027,405998913.44494295
Telangana,2018,3,Medak District,121635,210873693.17207193
Telangana,2018,3,Mahbubnagar District,192249,366312876.89418334
Telangana,2018,3,Jaya Shankar Bhalupally District,105682,230411969.4996421
Telangana,2018,3,Warangal Urban District,952314,1158736730.452106
Telangana,2018,3,Rangareddy District,3664948,6264254849.276553
Telangana,2018,3,Hyderabad District,5786941,9503554478.108147
Telangana,2018,3,Suryapet District,192967,383135272.8857628
Telangana,2018,3,Jogulamba Gadwal District,84122,156030687.5594576
Telangana,2018,3,Kamareddy District,143897,253015072.01284927
Telangana,2018,3,Mulugu District,47313,93679044.09567732
Telangana,2018,3,Medchal Malkajgiri District,2684484,4630531106.973803
Telangana,2018,3,Karimnagar District,567417,773038295.5637382
Telangana,2018,3,Mancherial District,256904,445471278.85699046
Telangana,2018,3,Siddipet District,259391,478439233.4826859
Telangana,2018,3,Khammam District,299774,611486713.5820062
Telangana,2018,4,Narayanpet District,100907,202257814.50564235
Telangana,2018,4,Nalgonda District,520637,1111613192.9887385
Telangana,2018,4,Jangaon District,222293,346124038.98747087
Telangana,2018,4,Bhadradri Kothagudem District,362410,918355288.6277654
Telangana,2018,4,Warangal Rural District,262203,336634711.5174851
Telangana,2018,4,Kumuram Bheem Asifabad District,97325,160813736.5722501
Telangana,2018,4,Nizamabad District,370417,926234374.6704977
Telangana,2018,4,Adilabad District,118804,247273348.00211674
Telangana,2018,4,Rajanna Sircilla District,185776,395621217.05300003
Telangana,2018,4,Nagarkurnool District,222915,573964533.5419515
Telangana,2018,4,Peddapalle District,390467,777939864.6081892
Telangana,2018,4,Nirmal District,202583,388513382.9418751
Telangana,2018,4,Mahabubabad District,200557,341056970.7816761
Telangana,2018,4,Sangareddy District,868099,1617023609.7333188
Telangana,2018,4,Wanaparthy District,140124,317042568.60526896
Telangana,2018,4,Vikarabad District,193959,380435826.31128454
Telangana,2018,4,Jagtial District,257697,472342175.39294535
Telangana,2018,4,Yadadri Bhuvanagiri District,323192,679809155.5793705
Telangana,2018,4,Medak District,210913,383629859.52266073
Telangana,2018,4,Mahbubnagar District,269148,570068792.8662198
Telangana,2018,4,Jaya Shankar Bhalupally District,158929,360390222.87813485
Telangana,2018,4,Warangal Urban District,917418,1553820916.0367613
Telangana,2018,4,Rangareddy District,5803319,9396311751.227482
Telangana,2018,4,Hyderabad District,9360515,14727846731.548256
Telangana,2018,4,Suryapet District,311173,651181371.4555665
Telangana,2018,4,Jogulamba Gadwal District,137597,248514480.20406926
Telangana,2018,4,Kamareddy District,239765,478682154.9852499
Telangana,2018,4,Mulugu District,64094,148653956.4218364
Telangana,2018,4,Medchal Malkajgiri District,4598129,7288821271.332444
Telangana,2018,4,Karimnagar District,597642,1058366451.9186106
Telangana,2018,4,Mancherial District,335091,666703141.0461617
Telangana,2018,4,Siddipet District,414378,824913162.382491
Telangana,2018,4,Khammam District,462678,958128373.8025743
Telangana,2019,1,Narayanpet District,174965,309771672.0671499
Telangana,2019,1,Nalgonda District,995740,1769178906.7148075
Telangana,2019,1,Jangaon District,459535,666835161.5200422
Telangana,2019,1,Bhadradri Kothagudem District,584648,1347048006.2547002
Telangana,2019,1,Warangal Rural District,543456,652015911.9018332
Telangana,2019,1,Kumuram Bheem Asifabad District,162055,267180135.05131233
Telangana,2019,1,Nizamabad District,705541,1347187035.3619022
Telangana,2019,1,Adilabad District,202558,363233268.90475595
Telangana,2019,1,Rajanna Sircilla District,336361,591748358.9669632
Telangana,2019,1,Nagarkurnool District,394508,919667216.3119977
Telangana,2019,1,Peddapalle District,670381,1232197525.0656664
Telangana,2019,1,Nirmal District,316131,513648129.4548651
Telangana,2019,1,Mahabubabad District,367401,589964630.444792
Telangana,2019,1,Sangareddy District,1782207,2801488635.44757
Telangana,2019,1,Wanaparthy District,256316,539178838.0241383
Telangana,2019,1,Vikarabad District,339769,628307802.9188868
Telangana,2019,1,Jagtial District,458055,774232192.3382725
Telangana,2019,1,Yadadri Bhuvanagiri District,650221,1153306717.151112
Telangana,2019,1,Medak District,424439,604006323.838034
Telangana,2019,1,Mahbubnagar District,505837,949702543.7309991
Telangana,2019,1,Jaya Shankar Bhalupally District,271387,602186464.5833509
Telangana,2019,1,Warangal Urban District,1953906,2836690647.8977265
Telangana,2019,1,Rangareddy District,12952050,17677048557.632526
Telangana,2019,1,Hyderabad District,24838664,34892156029.40753
Telangana,2019,1,Suryapet District,570175,1022801622.5667242
Telangana,2019,1,Jogulamba Gadwal District,261453,415838239.1276528
Telangana,2019,1,Kamareddy District,494329,728765333.3862631
Telangana,2019,1,Mulugu District,117826,286242139.70046264
Telangana,2019,1,Medchal Malkajgiri District,10127087,13392043971.075241
Telangana,2019,1,Karimnagar District,1088155,1693944274.3067384
Telangana,2019,1,Mancherial District,589535,1094451064.2941875
Telangana,2019,1,Siddipet District,841516,1380114923.8328254
Telangana,2019,1,Khammam District,854495,1481079756.3855424
Telangana,2019,2,Narayanpet District,178965,419237051.7853179
Telangana,2019,2,Nalgonda District,982589,2323581176.516111
Telangana,2019,2,Jangaon District,451178,880333999.3660777
Telangana,2019,2,Bhadradri Kothagudem District,658827,1800936282.3850584
Telangana,2019,2,Warangal Rural District,525201,894990099.3555228
Telangana,2019,2,Kumuram Bheem Asifabad District,146390,319016878.8360514
Telangana,2019,2,Nizamabad District,782289,1812827883.3205523
Telangana,2019,2,Adilabad District,187419,451538835.93270147
Telangana,2019,2,Rajanna Sircilla District,311530,702215438.880197
Telangana,2019,2,Nagarkurnool District,427374,1115389468.3856611
Telangana,2019,2,Peddapalle District,657490,1566326735.5282462
Telangana,2019,2,Nirmal District,237118,604053955.6960328
Telangana,2019,2,Mahabubabad District,398457,820743447.1629949
Telangana,2019,2,Sangareddy District,1920044,3684548498.973757
Telangana,2019,2,Wanaparthy District,270228,701368465.7621387
Telangana,2019,2,Vikarabad District,349574,741826384.7097802
Telangana,2019,2,Jagtial District,424736,1013323553.1638029
Telangana,2019,2,Yadadri Bhuvanagiri District,698908,1571831637.5126033
Telangana,2019,2,Medak District,415222,805791072.4725859
Telangana,2019,2,Mahbubnagar District,550333,1270311793.6391454
Telangana,2019,2,Jaya Shankar Bhalupally District,290519,779327294.8465207
Telangana,2019,2,Warangal Urban District,2185190,3832142348.1167383
Telangana,2019,2,Rangareddy District,16348519,25359412038.382965
Telangana,2019,2,Hyderabad District,43511186,73949377453.0185
